file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\iv2\Initiator.java,org.voltdb.iv2.Initiator,interface,11,12,1,11,9,1,0,0,36,0.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\importclient\kafka10\KafkaExternalConsumerRunner.java,org.voltdb.importclient.kafka10.KafkaExternalConsumerRunner$Anonymous1,anonymous,1,1,0,1,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,2,0,0,0,0,0,11,-1,2
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\TTLManager.java,org.voltdb.TTLManager$DummyIterator,innerclass,0,0,0,0,4,1,0,3,0,0.0,1.0,1.0,4,0,3,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,15,2,0,0,0,0,0,0,1,0,1,0,0,0,0,8,10,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\test_apps\genqa\src\genqa\RoughCSVTokenizer.java,genqa.RoughCSVTokenizer,class,1,3,2,1,18,1,0,14,3,0.0,NaN,NaN,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,64,1,2,10,0,4,1,7,13,4,9,6,0,0,0,26,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\reflect\MutableTypeToInstanceMap.java,com.google_voltpatches.common.reflect.MutableTypeToInstanceMap,class,10,11,1,10,10,3,0,9,39,0.7,0.0,0.0,10,0,7,2,1,0,8,0,0,0,1,0,0,1,0,0,1,0,3,70,8,0,0,0,0,4,0,1,0,1,0,0,1,0,37,17,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\client\exampleutils\PerfCounterMap.java,org.voltdb.client.exampleutils.PerfCounterMap,class,3,8,5,3,11,1,0,18,15,0.5714286,0.14285715,0.14285715,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,2,36,4,2,0,0,0,3,0,3,0,3,2,0,0,0,102,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\collect\StandardTable.java,com.google_voltpatches.common.collect.StandardTable$Column,innerclass,12,12,0,12,13,13,0,17,6,0.33333334,0.41666666,0.41666666,9,0,4,0,0,5,9,0,0,0,1,0,0,0,0,1,1,0,1,132,8,1,1,0,0,0,0,7,0,6,3,0,4,0,38,2,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\types\JoinType.java,org.voltdb.types.JoinType,enum,1,2,1,1,11,1,0,8,3,0.5,0.0,0.0,6,4,5,0,0,1,7,0,0,0,2,2,0,0,2,0,2,0,1,29,5,1,3,0,3,3,5,4,1,4,1,0,0,0,35,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\compiler\procedures\EmptyProcedure.java,org.voltdb.compiler.procedures.EmptyProcedure,class,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\elastic\BalancePartitionsStatistics.java,org.voltdb.elastic.BalancePartitionsStatistics$DataTransfered,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,26,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\rejoin\TestPauselessRejoinEndToEnd.java,org.voltdb.rejoin.TestPauselessRejoinEndToEnd,class,17,17,0,17,26,3,0,55,0,0.6666667,1.0,1.0,6,0,6,0,0,0,6,0,0,0,6,0,0,2,0,4,4,0,67,465,0,6,10,4,1,77,162,124,5,47,4,4,0,0,112,1,0
